Processing grid size (6, 6) with 216 examples...
Grid Size (20, 20) | Epoch [950/1000] | D Loss: 0.1518 | G Loss: 3.4471
Grid Size (20, 20) | Epoch [960/1000] | D Loss: 0.1307 | G Loss: 3.0710
Grid Size (20, 20) | Epoch [970/1000] | D Loss: 0.1031 | G Loss: 3.1956
Grid Size (20, 20) | Epoch [980/1000] | D Loss: 0.1695 | G Loss: 2.5170
Grid Size (20, 20) | Epoch [990/1000] | D Loss: 0.1442 | G Loss: 3.3907

Training complete for grid size (20, 20).

Generating 200 new examples for grid size (20, 20)...
Generated dataset appended to '/content/drive/MyDrive/Google_AI_Studio/ARCAGI2025/datasets/generated_dcgan_dataset_20x20.json'.

Processing grid size (9, 3) with 8 examples...
Skipping training for grid size (9, 3) due to insufficient data (8 examples).

Processing grid size (3, 9) with 8 examples...
Skipping training for grid size (3, 9) due to insufficient data (8 examples).

Processing grid size (10, 10) with 936 examples...
Using Conv models for grid size (10, 10).
Grid Size (10, 10) | Epoch [0/1000] | D Loss: 1.4882 | G Loss: 0.6152
Grid Size (10, 10) | Epoch [10/1000] | D Loss: 0.9570 | G Loss: 0.9898
Grid Size (10, 10) | Epoch [20/1000] | D Loss: 0.7969 | G Loss: 1.1111
Grid Size (10, 10) | Epoch [30/1000] | D Loss: 0.6349 | G Loss: 1.3628
Grid Size (10, 10) | Epoch [40/1000] | D Loss: 0.5843 | G Loss: 1.5496
Grid Size (10, 10) | Epoch [50/1000] | D Loss: 0.5869 | G Loss: 1.5233
Grid Size (10, 10) | Epoch [60/1000] | D Loss: 0.5759 | G Loss: 1.6668
Grid Size (10, 10) | Epoch [70/1000] | D Loss: 0.6887 | G Loss: 1.4466
Grid Size (10, 10) | Epoch [80/1000] | D Loss: 0.7873 | G Loss: 1.2219
Grid Size (10, 10) | Epoch [90/1000] | D Loss: 1.2772 | G Loss: 1.0148
Grid Size (10, 10) | Epoch [100/1000] | D Loss: 0.9869 | G Loss: 1.2888
Grid Size (10, 10) | Epoch [110/1000] | D Loss: 1.1232 | G Loss: 1.0361
Grid Size (10, 10) | Epoch [120/1000] | D Loss: 1.0747 | G Loss: 1.0333
Grid Size (10, 10) | Epoch [130/1000] | D Loss: 1.0982 | G Loss: 0.8287
Grid Size (10, 10) | Epoch [140/1000] | D Loss: 0.9524 | G Loss: 0.8830
Grid Size (10, 10) | Epoch [150/1000] | D Loss: 1.1640 | G Loss: 1.0944
Grid Size (10, 10) | Epoch [160/1000] | D Loss: 1.1114 | G Loss: 0.9443
Grid Size (10, 10) | Epoch [170/1000] | D Loss: 1.0876 | G Loss: 0.8528
Grid Size (10, 10) | Epoch [180/1000] | D Loss: 1.1267 | G Loss: 0.8554
Grid Size (10, 10) | Epoch [190/1000] | D Loss: 1.1466 | G Loss: 1.0293
Grid Size (10, 10) | Epoch [200/1000] | D Loss: 1.0906 | G Loss: 1.2267
Grid Size (10, 10) | Epoch [210/1000] | D Loss: 1.1527 | G Loss: 1.0662
Grid Size (10, 10) | Epoch [220/1000] | D Loss: 0.9486 | G Loss: 1.1587
Grid Size (10, 10) | Epoch [230/1000] | D Loss: 0.9414 | G Loss: 1.3069
Grid Size (10, 10) | Epoch [240/1000] | D Loss: 0.8569 | G Loss: 1.2005
Grid Size (10, 10) | Epoch [250/1000] | D Loss: 0.8923 | G Loss: 1.1890
Grid Size (10, 10) | Epoch [260/1000] | D Loss: 0.7885 | G Loss: 1.2356
Grid Size (10, 10) | Epoch [270/1000] | D Loss: 0.7711 | G Loss: 1.3858
Grid Size (10, 10) | Epoch [280/1000] | D Loss: 0.8201 | G Loss: 1.3501
Grid Size (10, 10) | Epoch [290/1000] | D Loss: 0.7075 | G Loss: 1.4388
Grid Size (10, 10) | Epoch [300/1000] | D Loss: 0.6269 | G Loss: 1.4892
Grid Size (10, 10) | Epoch [310/1000] | D Loss: 0.7498 | G Loss: 1.3444
Grid Size (10, 10) | Epoch [320/1000] | D Loss: 0.6009 | G Loss: 1.5795
Grid Size (10, 10) | Epoch [330/1000] | D Loss: 0.5775 | G Loss: 1.6938
Grid Size (10, 10) | Epoch [340/1000] | D Loss: 0.5574 | G Loss: 1.5734
Grid Size (10, 10) | Epoch [350/1000] | D Loss: 0.5352 | G Loss: 1.4725
Grid Size (10, 10) | Epoch [360/1000] | D Loss: 0.4265 | G Loss: 1.8310
Grid Size (10, 10) | Epoch [370/1000] | D Loss: 0.4307 | G Loss: 1.8148
Grid Size (10, 10) | Epoch [380/1000] | D Loss: 0.4048 | G Loss: 1.8417
Grid Size (10, 10) | Epoch [390/1000] | D Loss: 0.4365 | G Loss: 1.6666
Grid Size (10, 10) | Epoch [400/1000] | D Loss: 0.4664 | G Loss: 2.4301
Grid Size (10, 10) | Epoch [410/1000] | D Loss: 0.4212 | G Loss: 1.6058
Grid Size (10, 10) | Epoch [420/1000] | D Loss: 0.3191 | G Loss: 1.9840
Grid Size (10, 10) | Epoch [430/1000] | D Loss: 0.3788 | G Loss: 2.3952
Grid Size (10, 10) | Epoch [440/1000] | D Loss: 0.3239 | G Loss: 2.2018
Grid Size (10, 10) | Epoch [450/1000] | D Loss: 0.2938 | G Loss: 2.2625
Grid Size (10, 10) | Epoch [460/1000] | D Loss: 0.3499 | G Loss: 2.0148
Grid Size (10, 10) | Epoch [470/1000] | D Loss: 0.4260 | G Loss: 2.2344
Grid Size (10, 10) | Epoch [480/1000] | D Loss: 0.4185 | G Loss: 1.4926
Grid Size (10, 10) | Epoch [490/1000] | D Loss: 0.4057 | G Loss: 1.9031
Grid Size (10, 10) | Epoch [500/1000] | D Loss: 0.3452 | G Loss: 2.0547
Grid Size (10, 10) | Epoch [510/1000] | D Loss: 0.3906 | G Loss: 2.0752
Grid Size (10, 10) | Epoch [520/1000] | D Loss: 0.4887 | G Loss: 1.6975
Grid Size (10, 10) | Epoch [530/1000] | D Loss: 0.2830 | G Loss: 2.5689
Grid Size (10, 10) | Epoch [540/1000] | D Loss: 0.4349 | G Loss: 1.8506
Grid Size (10, 10) | Epoch [550/1000] | D Loss: 0.2180 | G Loss: 2.2585
Grid Size (10, 10) | Epoch [560/1000] | D Loss: 0.3212 | G Loss: 2.4531
Grid Size (10, 10) | Epoch [570/1000] | D Loss: 0.3632 | G Loss: 2.1027
Grid Size (10, 10) | Epoch [580/1000] | D Loss: 0.5002 | G Loss: 1.6476
Grid Size (10, 10) | Epoch [590/1000] | D Loss: 0.3207 | G Loss: 2.3825
Grid Size (10, 10) | Epoch [600/1000] | D Loss: 0.3870 | G Loss: 2.2994
Grid Size (10, 10) | Epoch [610/1000] | D Loss: 0.3753 | G Loss: 2.4949
Grid Size (10, 10) | Epoch [620/1000] | D Loss: 0.2805 | G Loss: 2.4066
Grid Size (10, 10) | Epoch [630/1000] | D Loss: 0.2698 | G Loss: 2.8093
Grid Size (10, 10) | Epoch [640/1000] | D Loss: 0.2747 | G Loss: 2.4971
Grid Size (10, 10) | Epoch [650/1000] | D Loss: 0.3023 | G Loss: 2.6164
Grid Size (10, 10) | Epoch [660/1000] | D Loss: 0.1926 | G Loss: 2.6469
Grid Size (10, 10) | Epoch [670/1000] | D Loss: 0.3250 | G Loss: 2.1358
Grid Size (10, 10) | Epoch [680/1000] | D Loss: 0.1783 | G Loss: 2.6066
Grid Size (10, 10) | Epoch [690/1000] | D Loss: 0.3046 | G Loss: 2.4292
Grid Size (10, 10) | Epoch [700/1000] | D Loss: 0.2894 | G Loss: 2.8256
Grid Size (10, 10) | Epoch [710/1000] | D Loss: 0.2504 | G Loss: 2.6105
Grid Size (10, 10) | Epoch [720/1000] | D Loss: 0.3443 | G Loss: 2.2950
Grid Size (10, 10) | Epoch [730/1000] | D Loss: 0.3432 | G Loss: 2.4626
Grid Size (10, 10) | Epoch [740/1000] | D Loss: 0.4534 | G Loss: 1.5530
Grid Size (10, 10) | Epoch [750/1000] | D Loss: 0.2152 | G Loss: 2.6001
Grid Size (10, 10) | Epoch [760/1000] | D Loss: 0.4031 | G Loss: 2.7293
Grid Size (10, 10) | Epoch [770/1000] | D Loss: 0.2387 | G Loss: 2.1938
Grid Size (10, 10) | Epoch [780/1000] | D Loss: 0.4232 | G Loss: 1.9525
Grid Size (10, 10) | Epoch [790/1000] | D Loss: 0.5198 | G Loss: 1.8070
Grid Size (10, 10) | Epoch [800/1000] | D Loss: 0.3553 | G Loss: 2.2359
Grid Size (10, 10) | Epoch [810/1000] | D Loss: 0.2410 | G Loss: 2.3343
Grid Size (10, 10) | Epoch [820/1000] | D Loss: 0.7610 | G Loss: 1.6340
Grid Size (10, 10) | Epoch [830/1000] | D Loss: 0.3379 | G Loss: 2.3389
Grid Size (10, 10) | Epoch [840/1000] | D Loss: 0.3095 | G Loss: 2.2968
Grid Size (10, 10) | Epoch [850/1000] | D Loss: 0.2408 | G Loss: 2.4419
Grid Size (10, 10) | Epoch [860/1000] | D Loss: 0.2652 | G Loss: 2.5138
Grid Size (10, 10) | Epoch [870/1000] | D Loss: 0.3591 | G Loss: 2.3065
Grid Size (10, 10) | Epoch [880/1000] | D Loss: 0.2913 | G Loss: 2.5910
Grid Size (10, 10) | Epoch [890/1000] | D Loss: 0.5123 | G Loss: 2.4224
Grid Size (10, 10) | Epoch [900/1000] | D Loss: 0.2620 | G Loss: 2.1577
Grid Size (10, 10) | Epoch [910/1000] | D Loss: 0.3617 | G Loss: 2.5880
Grid Size (10, 10) | Epoch [920/1000] | D Loss: 0.3214 | G Loss: 1.8911
Grid Size (10, 10) | Epoch [930/1000] | D Loss: 0.2980 | G Loss: 1.8420
Grid Size (10, 10) | Epoch [940/1000] | D Loss: 0.2395 | G Loss: 2.2386
Grid Size (10, 10) | Epoch [950/1000] | D Loss: 0.3039 | G Loss: 2.8049
Grid Size (10, 10) | Epoch [960/1000] | D Loss: 0.5209 | G Loss: 2.3608
Grid Size (10, 10) | Epoch [970/1000] | D Loss: 0.3144 | G Loss: 2.8289
Grid Size (10, 10) | Epoch [980/1000] | D Loss: 0.3585 | G Loss: 2.5399
Grid Size (10, 10) | Epoch [990/1000] | D Loss: 0.5852 | G Loss: 1.6711

Training complete for grid size (10, 10).

Generating 200 new examples for grid size (10, 10)...
Generated dataset appended to '/content/drive/MyDrive/Google_AI_Studio/ARCAGI2025/datasets/generated_dcgan_dataset_10x10.json'.

Processing grid size (21, 21) with 48 examples...
Skipping training for grid size (21, 21) due to insufficient data (48 examples).

Processing grid size (3, 3) with 560 examples...
Using Linear models for grid size (3, 3).
Grid Size (3, 3) | Epoch [0/1000] | D Loss: 1.4077 | G Loss: 0.7622
Grid Size (3, 3) | Epoch [10/1000] | D Loss: 1.3880 | G Loss: 0.7661
Grid Size (3, 3) | Epoch [20/1000] | D Loss: 1.3867 | G Loss: 0.7572
Grid Size (3, 3) | Epoch [30/1000] | D Loss: 1.3708 | G Loss: 0.7579
Grid Size (3, 3) | Epoch [40/1000] | D Loss: 1.3735 | G Loss: 0.7511
Grid Size (3, 3) | Epoch [50/1000] | D Loss: 1.3571 | G Loss: 0.7466
Grid Size (3, 3) | Epoch [60/1000] | D Loss: 1.3387 | G Loss: 0.7579
Grid Size (3, 3) | Epoch [70/1000] | D Loss: 1.3331 | G Loss: 0.7450
Grid Size (3, 3) | Epoch [80/1000] | D Loss: 1.3291 | G Loss: 0.7471
Grid Size (3, 3) | Epoch [90/1000] | D Loss: 1.3330 | G Loss: 0.7381
Grid Size (3, 3) | Epoch [100/1000] | D Loss: 1.2917 | G Loss: 0.7380
Grid Size (3, 3) | Epoch [110/1000] | D Loss: 1.3043 | G Loss: 0.7387
Grid Size (3, 3) | Epoch [120/1000] | D Loss: 1.2915 | G Loss: 0.7455
Grid Size (3, 3) | Epoch [130/1000] | D Loss: 1.3077 | G Loss: 0.7415
Grid Size (3, 3) | Epoch [140/1000] | D Loss: 1.2936 | G Loss: 0.7459
Grid Size (3, 3) | Epoch [150/1000] | D Loss: 1.2810 | G Loss: 0.7314
Grid Size (3, 3) | Epoch [160/1000] | D Loss: 1.2808 | G Loss: 0.7396
Grid Size (3, 3) | Epoch [170/1000] | D Loss: 1.2848 | G Loss: 0.7462
Grid Size (3, 3) | Epoch [180/1000] | D Loss: 1.2878 | G Loss: 0.7420
Grid Size (3, 3) | Epoch [190/1000] | D Loss: 1.2881 | G Loss: 0.7518
Grid Size (3, 3) | Epoch [200/1000] | D Loss: 1.2892 | G Loss: 0.7438
Grid Size (3, 3) | Epoch [210/1000] | D Loss: 1.2571 | G Loss: 0.7405
Grid Size (3, 3) | Epoch [220/1000] | D Loss: 1.2776 | G Loss: 0.7497
Grid Size (3, 3) | Epoch [230/1000] | D Loss: 1.2485 | G Loss: 0.7445
Grid Size (3, 3) | Epoch [240/1000] | D Loss: 1.2466 | G Loss: 0.7453
Grid Size (3, 3) | Epoch [250/1000] | D Loss: 1.2582 | G Loss: 0.7523
Grid Size (3, 3) | Epoch [260/1000] | D Loss: 1.2988 | G Loss: 0.7506
Grid Size (3, 3) | Epoch [270/1000] | D Loss: 1.2561 | G Loss: 0.7611
Grid Size (3, 3) | Epoch [280/1000] | D Loss: 1.2523 | G Loss: 0.7605
Grid Size (3, 3) | Epoch [290/1000] | D Loss: 1.2458 | G Loss: 0.7696
Grid Size (3, 3) | Epoch [300/1000] | D Loss: 1.2024 | G Loss: 0.7629
Grid Size (3, 3) | Epoch [310/1000] | D Loss: 1.2382 | G Loss: 0.7584
Grid Size (3, 3) | Epoch [320/1000] | D Loss: 1.2480 | G Loss: 0.7660
Grid Size (3, 3) | Epoch [330/1000] | D Loss: 1.2205 | G Loss: 0.7707
Grid Size (3, 3) | Epoch [340/1000] | D Loss: 1.1959 | G Loss: 0.7777
Grid Size (3, 3) | Epoch [350/1000] | D Loss: 1.2288 | G Loss: 0.7545
Grid Size (3, 3) | Epoch [360/1000] | D Loss: 1.2018 | G Loss: 0.7850
Grid Size (3, 3) | Epoch [370/1000] | D Loss: 1.2387 | G Loss: 0.7613
Grid Size (3, 3) | Epoch [380/1000] | D Loss: 1.1984 | G Loss: 0.7751
Grid Size (3, 3) | Epoch [390/1000] | D Loss: 1.2315 | G Loss: 0.7787
Grid Size (3, 3) | Epoch [400/1000] | D Loss: 1.1766 | G Loss: 0.7538
Grid Size (3, 3) | Epoch [410/1000] | D Loss: 1.2040 | G Loss: 0.7898
Grid Size (3, 3) | Epoch [420/1000] | D Loss: 1.2010 | G Loss: 0.7820
Grid Size (3, 3) | Epoch [430/1000] | D Loss: 1.2698 | G Loss: 0.7837
Grid Size (3, 3) | Epoch [440/1000] | D Loss: 1.1946 | G Loss: 0.7761
Grid Size (3, 3) | Epoch [450/1000] | D Loss: 1.1956 | G Loss: 0.7934
Grid Size (3, 3) | Epoch [460/1000] | D Loss: 1.2120 | G Loss: 0.8051
Grid Size (3, 3) | Epoch [470/1000] | D Loss: 1.2350 | G Loss: 0.8088
Grid Size (3, 3) | Epoch [480/1000] | D Loss: 1.2102 | G Loss: 0.8035
Grid Size (3, 3) | Epoch [490/1000] | D Loss: 1.2316 | G Loss: 0.8110
Grid Size (3, 3) | Epoch [500/1000] | D Loss: 1.1521 | G Loss: 0.7945
Grid Size (3, 3) | Epoch [510/1000] | D Loss: 1.1808 | G Loss: 0.7934
Grid Size (3, 3) | Epoch [520/1000] | D Loss: 1.2202 | G Loss: 0.7990
Grid Size (3, 3) | Epoch [530/1000] | D Loss: 1.2400 | G Loss: 0.8165
Grid Size (3, 3) | Epoch [540/1000] | D Loss: 1.1568 | G Loss: 0.8030
Grid Size (3, 3) | Epoch [550/1000] | D Loss: 1.2553 | G Loss: 0.7962
Grid Size (3, 3) | Epoch [560/1000] | D Loss: 1.1904 | G Loss: 0.8114
Grid Size (3, 3) | Epoch [570/1000] | D Loss: 1.2045 | G Loss: 0.8050
Grid Size (3, 3) | Epoch [580/1000] | D Loss: 1.2631 | G Loss: 0.7926
Grid Size (3, 3) | Epoch [590/1000] | D Loss: 1.1794 | G Loss: 0.8146
Grid Size (3, 3) | Epoch [600/1000] | D Loss: 1.2444 | G Loss: 0.8110
Grid Size (3, 3) | Epoch [610/1000] | D Loss: 1.2003 | G Loss: 0.8515
Grid Size (3, 3) | Epoch [620/1000] | D Loss: 1.2045 | G Loss: 0.8242
Grid Size (3, 3) | Epoch [630/1000] | D Loss: 1.1605 | G Loss: 0.8137
Grid Size (3, 3) | Epoch [640/1000] | D Loss: 1.1601 | G Loss: 0.8227
Grid Size (3, 3) | Epoch [650/1000] | D Loss: 1.1477 | G Loss: 0.8227
Grid Size (3, 3) | Epoch [660/1000] | D Loss: 1.1269 | G Loss: 0.8230
Grid Size (3, 3) | Epoch [670/1000] | D Loss: 1.1608 | G Loss: 0.8148
Grid Size (3, 3) | Epoch [680/1000] | D Loss: 1.2382 | G Loss: 0.8225
Grid Size (3, 3) | Epoch [690/1000] | D Loss: 1.2229 | G Loss: 0.8550
Grid Size (3, 3) | Epoch [700/1000] | D Loss: 1.2711 | G Loss: 0.8259
Grid Size (3, 3) | Epoch [710/1000] | D Loss: 1.1401 | G Loss: 0.8452
Grid Size (3, 3) | Epoch [720/1000] | D Loss: 1.2210 | G Loss: 0.8299
Grid Size (3, 3) | Epoch [730/1000] | D Loss: 1.2298 | G Loss: 0.8099
Grid Size (3, 3) | Epoch [740/1000] | D Loss: 1.2218 | G Loss: 0.8395
Grid Size (3, 3) | Epoch [750/1000] | D Loss: 1.1850 | G Loss: 0.8449
Grid Size (3, 3) | Epoch [760/1000] | D Loss: 1.2055 | G Loss: 0.8385
Grid Size (3, 3) | Epoch [770/1000] | D Loss: 1.1715 | G Loss: 0.8388
Grid Size (3, 3) | Epoch [780/1000] | D Loss: 1.2482 | G Loss: 0.8210
Grid Size (3, 3) | Epoch [790/1000] | D Loss: 1.2097 | G Loss: 0.8460
Grid Size (3, 3) | Epoch [800/1000] | D Loss: 1.2303 | G Loss: 0.8514
Grid Size (3, 3) | Epoch [810/1000] | D Loss: 1.1740 | G Loss: 0.8221
Grid Size (3, 3) | Epoch [820/1000] | D Loss: 1.1606 | G Loss: 0.8444
Grid Size (3, 3) | Epoch [830/1000] | D Loss: 1.2359 | G Loss: 0.8396
Grid Size (3, 3) | Epoch [840/1000] | D Loss: 1.1570 | G Loss: 0.8400
Grid Size (3, 3) | Epoch [850/1000] | D Loss: 1.2037 | G Loss: 0.8316
Grid Size (3, 3) | Epoch [860/1000] | D Loss: 1.1999 | G Loss: 0.8243
Grid Size (3, 3) | Epoch [870/1000] | D Loss: 1.1360 | G Loss: 0.8506
Grid Size (3, 3) | Epoch [880/1000] | D Loss: 1.2207 | G Loss: 0.8386
Grid Size (3, 3) | Epoch [890/1000] | D Loss: 1.1476 | G Loss: 0.8325
Grid Size (3, 3) | Epoch [900/1000] | D Loss: 1.1975 | G Loss: 0.8659
Grid Size (3, 3) | Epoch [910/1000] | D Loss: 1.2169 | G Loss: 0.8420
Grid Size (3, 3) | Epoch [920/1000] | D Loss: 1.2164 | G Loss: 0.8365
Grid Size (3, 3) | Epoch [930/1000] | D Loss: 1.2347 | G Loss: 0.8437
Grid Size (3, 3) | Epoch [940/1000] | D Loss: 1.1403 | G Loss: 0.8250
Grid Size (3, 3) | Epoch [950/1000] | D Loss: 1.2378 | G Loss: 0.8538
Grid Size (3, 3) | Epoch [960/1000] | D Loss: 1.1196 | G Loss: 0.8501
Grid Size (3, 3) | Epoch [970/1000] | D Loss: 1.2283 | G Loss: 0.8202
Grid Size (3, 3) | Epoch [980/1000] | D Loss: 1.2056 | G Loss: 0.8145
Grid Size (3, 3) | Epoch [990/1000] | D Loss: 1.2181 | G Loss: 0.8278

Training complete for grid size (3, 3).

Generating 200 new examples for grid size (3, 3)...
Generated dataset appended to '/content/drive/MyDrive/Google_AI_Studio/ARCAGI2025/datasets/generated_dcgan_dataset_3x3.json'.

Processing grid size (7, 7) with 128 examples...
Skipping training for grid size (7, 7) due to insufficient data (128 examples).

Processing grid size (30, 30) with 216 examples...
Using Conv models for grid size (30, 30).
Grid Size (30, 30) | Epoch [0/1000] | D Loss: 1.4611 | G Loss: 0.7235
Grid Size (30, 30) | Epoch [10/1000] | D Loss: 0.7825 | G Loss: 1.2130
Grid Size (30, 30) | Epoch [20/1000] | D Loss: 0.7001 | G Loss: 1.4192
Grid Size (30, 30) | Epoch [30/1000] | D Loss: 0.6235 | G Loss: 1.5333
Grid Size (30, 30) | Epoch [40/1000] | D Loss: 0.5995 | G Loss: 1.7229
Grid Size (30, 30) | Epoch [50/1000] | D Loss: 0.6258 | G Loss: 1.5851
Grid Size (30, 30) | Epoch [60/1000] | D Loss: 0.7019 | G Loss: 1.3915
Grid Size (30, 30) | Epoch [70/1000] | D Loss: 0.7184 | G Loss: 1.4845
Grid Size (30, 30) | Epoch [80/1000] | D Loss: 0.7090 | G Loss: 1.4229
Grid Size (30, 30) | Epoch [90/1000] | D Loss: 0.8167 | G Loss: 1.6019
Grid Size (30, 30) | Epoch [100/1000] | D Loss: 0.7193 | G Loss: 1.2183
Grid Size (30, 30) | Epoch [110/1000] | D Loss: 0.7487 | G Loss: 1.4130
Grid Size (30, 30) | Epoch [120/1000] | D Loss: 0.9777 | G Loss: 1.2735
Grid Size (30, 30) | Epoch [130/1000] | D Loss: 0.8585 | G Loss: 1.2757
Grid Size (30, 30) | Epoch [140/1000] | D Loss: 0.9055 | G Loss: 1.1714
Grid Size (30, 30) | Epoch [150/1000] | D Loss: 0.8953 | G Loss: 1.1830
Grid Size (30, 30) | Epoch [160/1000] | D Loss: 0.9127 | G Loss: 1.2112
Grid Size (30, 30) | Epoch [170/1000] | D Loss: 0.8909 | G Loss: 1.0343
Grid Size (30, 30) | Epoch [180/1000] | D Loss: 0.8768 | G Loss: 1.1058
Grid Size (30, 30) | Epoch [190/1000] | D Loss: 0.8119 | G Loss: 1.3909
Grid Size (30, 30) | Epoch [200/1000] | D Loss: 0.7229 | G Loss: 1.4187
Grid Size (30, 30) | Epoch [210/1000] | D Loss: 0.7328 | G Loss: 1.4194
Grid Size (30, 30) | Epoch [220/1000] | D Loss: 0.6579 | G Loss: 1.5367
Grid Size (30, 30) | Epoch [230/1000] | D Loss: 0.7233 | G Loss: 1.3784
Grid Size (30, 30) | Epoch [240/1000] | D Loss: 0.6719 | G Loss: 1.5526
Grid Size (30, 30) | Epoch [250/1000] | D Loss: 0.6657 | G Loss: 1.4707
Grid Size (30, 30) | Epoch [260/1000] | D Loss: 0.6946 | G Loss: 1.5208
Grid Size (30, 30) | Epoch [270/1000] | D Loss: 0.6510 | G Loss: 1.1799
Grid Size (30, 30) | Epoch [280/1000] | D Loss: 0.5735 | G Loss: 1.7493
Grid Size (30, 30) | Epoch [290/1000] | D Loss: 0.5497 | G Loss: 1.9533
Grid Size (30, 30) | Epoch [300/1000] | D Loss: 0.4639 | G Loss: 1.8379
Grid Size (30, 30) | Epoch [310/1000] | D Loss: 0.5884 | G Loss: 1.8772
Grid Size (30, 30) | Epoch [320/1000] | D Loss: 0.4441 | G Loss: 1.5944
Grid Size (30, 30) | Epoch [330/1000] | D Loss: 0.4158 | G Loss: 2.0349
Grid Size (30, 30) | Epoch [340/1000] | D Loss: 0.5051 | G Loss: 1.6439
Grid Size (30, 30) | Epoch [350/1000] | D Loss: 0.4433 | G Loss: 1.9324
Grid Size (30, 30) | Epoch [360/1000] | D Loss: 0.4055 | G Loss: 2.0591
Grid Size (30, 30) | Epoch [370/1000] | D Loss: 0.4170 | G Loss: 1.7135
Grid Size (30, 30) | Epoch [380/1000] | D Loss: 0.4316 | G Loss: 1.9360
Grid Size (30, 30) | Epoch [390/1000] | D Loss: 0.3811 | G Loss: 1.7434
Grid Size (30, 30) | Epoch [400/1000] | D Loss: 0.3970 | G Loss: 1.8718
Grid Size (30, 30) | Epoch [410/1000] | D Loss: 0.3166 | G Loss: 2.0563
Grid Size (30, 30) | Epoch [420/1000] | D Loss: 0.3681 | G Loss: 1.9077
Grid Size (30, 30) | Epoch [430/1000] | D Loss: 0.3141 | G Loss: 2.1728
Grid Size (30, 30) | Epoch [440/1000] | D Loss: 0.2851 | G Loss: 2.3546
Grid Size (30, 30) | Epoch [450/1000] | D Loss: 0.3109 | G Loss: 2.4510
Grid Size (30, 30) | Epoch [460/1000] | D Loss: 0.2413 | G Loss: 2.4040
Grid Size (30, 30) | Epoch [470/1000] | D Loss: 0.3012 | G Loss: 2.1754
Grid Size (30, 30) | Epoch [480/1000] | D Loss: 0.2822 | G Loss: 2.6656
Grid Size (30, 30) | Epoch [490/1000] | D Loss: 0.3008 | G Loss: 2.3496
Grid Size (30, 30) | Epoch [500/1000] | D Loss: 0.3095 | G Loss: 2.1921
Grid Size (30, 30) | Epoch [510/1000] | D Loss: 0.4230 | G Loss: 2.4687
Grid Size (30, 30) | Epoch [520/1000] | D Loss: 0.2736 | G Loss: 2.2702
Grid Size (30, 30) | Epoch [530/1000] | D Loss: 0.3168 | G Loss: 2.1917
Grid Size (30, 30) | Epoch [540/1000] | D Loss: 0.3396 | G Loss: 2.3625
Grid Size (30, 30) | Epoch [550/1000] | D Loss: 0.3255 | G Loss: 2.1792
Grid Size (30, 30) | Epoch [560/1000] | D Loss: 0.3716 | G Loss: 2.5168
Grid Size (30, 30) | Epoch [570/1000] | D Loss: 0.3808 | G Loss: 1.8679
Grid Size (30, 30) | Epoch [580/1000] | D Loss: 0.3280 | G Loss: 1.8832
Grid Size (30, 30) | Epoch [590/1000] | D Loss: 0.4256 | G Loss: 2.2768
Grid Size (30, 30) | Epoch [600/1000] | D Loss: 0.3302 | G Loss: 2.1932
Grid Size (30, 30) | Epoch [610/1000] | D Loss: 0.2891 | G Loss: 2.3518
Grid Size (30, 30) | Epoch [620/1000] | D Loss: 0.3177 | G Loss: 2.3244
Grid Size (30, 30) | Epoch [630/1000] | D Loss: 0.3907 | G Loss: 1.9053
Grid Size (30, 30) | Epoch [640/1000] | D Loss: 0.3100 | G Loss: 2.2423
Grid Size (30, 30) | Epoch [650/1000] | D Loss: 0.3198 | G Loss: 2.0497
Grid Size (30, 30) | Epoch [660/1000] | D Loss: 0.3024 | G Loss: 2.3412
Grid Size (30, 30) | Epoch [670/1000] | D Loss: 0.2785 | G Loss: 2.1780
Grid Size (30, 30) | Epoch [680/1000] | D Loss: 0.3023 | G Loss: 2.5164
Grid Size (30, 30) | Epoch [690/1000] | D Loss: 0.2373 | G Loss: 2.4641
Grid Size (30, 30) | Epoch [700/1000] | D Loss: 0.2377 | G Loss: 2.4007
Grid Size (30, 30) | Epoch [710/1000] | D Loss: 0.3711 | G Loss: 2.7005
Grid Size (30, 30) | Epoch [720/1000] | D Loss: 0.2376 | G Loss: 2.5548
Grid Size (30, 30) | Epoch [730/1000] | D Loss: 0.2651 | G Loss: 2.5966
Grid Size (30, 30) | Epoch [740/1000] | D Loss: 0.2150 | G Loss: 2.5250
Grid Size (30, 30) | Epoch [750/1000] | D Loss: 0.2852 | G Loss: 2.2299
Grid Size (30, 30) | Epoch [760/1000] | D Loss: 0.2179 | G Loss: 2.1082
Grid Size (30, 30) | Epoch [770/1000] | D Loss: 0.2628 | G Loss: 2.7967
Grid Size (30, 30) | Epoch [780/1000] | D Loss: 0.2414 | G Loss: 2.6785
Grid Size (30, 30) | Epoch [790/1000] | D Loss: 0.2016 | G Loss: 2.6197
Grid Size (30, 30) | Epoch [800/1000] | D Loss: 0.2440 | G Loss: 2.5486
Grid Size (30, 30) | Epoch [810/1000] | D Loss: 0.2570 | G Loss: 2.2256
Grid Size (30, 30) | Epoch [820/1000] | D Loss: 0.3272 | G Loss: 1.7506
Grid Size (30, 30) | Epoch [830/1000] | D Loss: 0.2245 | G Loss: 2.5782
Grid Size (30, 30) | Epoch [840/1000] | D Loss: 0.1702 | G Loss: 2.9308
